ID,PopulationUntransformed,SeriesStep
1613,1820,18
1613,2142,19
1613,2796,20
1613,2430,21
1613,2448,22
1613,2622,23
1613,3379,24
1613,4130,25
1613,3470,26
1613,2341,27
1613,3551,28
1613,3780,29
1613,2662,30
1613,3186,31
1613,4164,32
1613,1847,33
1613,2821,34
1613,1614,35
1613,1795,36
1613,3504,37
1613,4709,38
1618,1685,0
1618,3358,1
1618,1839,2
1618,1744,3
1618,2093,4
1618,969,5
1618,486,9
1618,822,10
1618,344,14
1618,1306,15
1618,887,16
1618,1053,17
1618,993,18
1618,727,19
1618,1009,20
1618,828,21
1618,488,22
1618,901,23
1618,351,24
1618,373,25
1618,393,26
1618,436,27
1618,293,28
1618,366,29
1618,538,30
1618,699,31
1618,363,32
1618,681,33
1618,618,34
1618,760,35
1618,657,36
1618,381,37
1618,1378,38
1618,3461,39
1618,3899,40
1618,1545,41
1618,2164,42
1626,427,0
1626,205,1
1626,351,2
1626,299,3
1626,393,4
1626,420,5
1626,341,6
1626,285,7
1626,1578,8
1626,430,9
1626,447,10
1626,387,11
1626,1141,12
1626,120,13
1626,168,14
1626,252,15
1628,167000,0
1628,202000,1
1628,384000,2
1628,413000,3
1628,424000,4
1628,167000,5
1628,111000,6
1628,306000,7
1628,247000,8
1628,435000,9
1628,207000,10
1628,210000,11
1628,248000,12
1628,341000,13
1628,293000,14
1628,501000,15
1628,423000,16
1628,610000,17
1628,555000,18
1628,392000,19
1628,235000,20
1633,5000,0
1633,18000,1
1633,16000,2
1633,72000,3
1633,218000,4
1633,295000,5
1633,138000,6
1633,180000,7
1633,137000,8
1633,185000,9
1633,168000,10
1633,266000,11
1633,326000,12
1633,223000,13
1633,112000,14
1633,130000,15
1633,269000,16
1633,237000,17
1633,162000,18
1633,43000,19
1633,109000,20
1660,354000,0
1660,398000,1
1660,341000,2
1660,397000,3
1660,304000,4
1660,291000,5
1660,279000,6
1660,343000,7
1660,331000,8
1660,212000,9
1660,197000,10
1660,239000,11
1660,293000,12
1660,312000,13
1660,276000,14
1660,277000,15
1660,265000,16
1660,267000,17
1660,240000,18
1660,261000,19
1660,258000,20
1660,217000,21
1660,284000,22
1660,253000,23
1660,207000,24
1660,189000,25
1664,376000,0
1664,911000,1
1664,852000,2
1664,929000,3
1664,645000,4
1664,916000,5
1664,697000,6
1664,384000,7
1664,459000,8
1664,529000,9
1664,681000,10
1664,256000,11
1664,415000,12
1664,277000,13
1664,702000,14
1664,643000,15
1664,743000,16
1664,225000,17
1664,994000,18
1664,645000,19
1664,1070000,20
1664,390000,21
1664,791000,22
1664,576000,23
1664,776000,24
1664,988000,25
1664,704000,26
1664,340000,27
1664,286000,28
1664,377000,29
1667,612700,0
1667,496200,1
1667,1025600,2
1667,1143000,3
1667,899400,4
1667,742200,5
1667,646700,6
1667,713700,7
1667,689700,8
1667,899500,9
1667,401300,10
1667,994000,11
1667,709300,12
1667,1886500,13
1667,1087300,14
1667,1161700,15
1667,678200,16
1667,1833900,17
1667,1572100,18
1667,1222300,19
1667,667400,20
1667,947400,21
1667,1440700,22
1667,1410700,23
1667,758300,24
1667,1325100,25
1667,1291100,26
1667,1480000,27
1667,1232900,28
1667,1595200,29
1667,2698200,30
1667,2097700,31
1667,1406200,32
1669,71000,0
1669,85000,1
1669,91000,2
1669,138000,3
1669,121000,4
1669,79000,5
1669,139000,6
1669,36000,7
1669,67000,8
1669,117000,9
1669,105000,10
1669,117000,11
1669,46000,12
1669,127000,13
1669,56000,14
1669,75000,15
1669,116000,16
1669,58000,17
1669,79000,18
1669,68000,19
1669,80000,20
1669,42000,21
1669,55000,22
1669,44000,23
1669,135000,24
1669,102000,25
1669,166000,26
1669,52000,27
1669,91000,28
1669,99000,29
1670,345000,0
1670,573000,1
1670,70000,2
1670,133000,3
1670,429000,4
1670,277000,5
1670,68000,6
1670,228000,7
1670,290000,8
1670,376000,9
1670,365000,10
1670,746000,11
1670,444000,12
1670,600000,13
1670,407000,14
1670,451000,15
1670,300000,16
1670,355000,17
1670,344000,18
1670,338000,19
1670,326000,20
1670,217000,21
1670,290000,22
1670,224000,23
1670,268000,24
1671,652000,0
1671,698000,1
1671,146000,2
1671,336000,3
1671,367000,4
1671,503000,5
1671,292000,6
1671,561000,7
1671,218000,8
1671,236000,9
1671,174000,10
1671,350000,11
1671,230000,12
1671,330000,13
1671,305000,14
1671,570000,15
1671,357000,16
1671,347000,17
1671,318000,18
1671,879000,19
1671,703000,20
1671,541000,21
1671,279000,22
1671,338000,23
1671,331000,24
1674,2E+13,0
1674,2E+13,1
1674,3E+13,2
1674,5E+13,3
1674,9E+13,4
1674,2E+13,5
1674,7E+13,6
1674,1.5E+14,7
1674,2.9E+14,8
1674,2.6E+14,9
1674,4E+14,10
1674,6.7E+14,11
1674,3.1E+14,12
1674,8E+14,13
1674,3.9E+14,14
1674,6.4E+14,15
1674,4.3E+14,16
1674,4.59E+14,17
1674,1.87E+14,18
1674,1.63E+14,19
1783,145000000,0
1783,151000000,1
1783,189000000,2
1783,88000000,3
1783,1126000000,4
1783,165000000,5
1783,65000000,6
1783,49000000,7
1783,116000000,8
1783,22000000,9
1783,40000000,10
1783,27000000,11
1783,30000000,12
1783,30000000,13
1783,28000000,14
1783,6000000,15
1783,8000000,16
1792,58801,0
1792,59023,1
1792,22447,2
1792,9072,3
1792,2039,4
1792,764,5
1792,1276,6
1792,2671,7
1792,2314,8
1792,2122,9
1792,4147,10
1792,3409,11
1792,2205,12
1792,5085,13
1792,4880,14
1792,4591,15
1792,2001,16
1792,2616,17
1792,3342,18
1792,5079,19
1792,8500,20
1792,5461,21
1792,8473,22
1792,7015,23
1792,1251,24
1792,6789,25
1792,7534,26
1792,8189,27
1826,1699000,0
1826,942000,1
1826,816000,2
1826,447000,3
1826,642000,4
1826,400000,5
1826,631000,6
1826,295000,7
1826,393000,8
1826,1934000,9
1826,727000,10
1826,1304000,11
1826,130000,12
1826,858000,13
1826,601000,14
1826,1348000,15
1826,2204000,16
1826,2019000,17
1826,1345000,18
1826,1845000,19
1826,976000,20
1826,1300000,21
1826,1227000,22
1826,1084000,23
1826,1128000,24
1826,952000,25
1826,2115000,26
1828,19003,0
1828,20187,1
1828,14450,2
1828,10653,3
1828,24827,4
1828,5271,5
1828,26317,6
1828,2305,7
1828,7901,8
1828,8140,9
1828,5016,10
1828,21806,11
1828,6878,12
1828,22101,13
1828,1696,14
1828,22548,15
1829,25000,0
1829,480000,1
1829,80000,2
1829,240000,3
1829,140000,4
1829,319000,5
1829,136000,6
1829,215000,7
1829,48000,8
1829,165000,9
1829,10000,10
1829,540000,11
1829,200000,12
1829,138000,13
1829,251000,14
1829,368000,15
1829,163000,16
1829,308000,17
1829,143000,18
1829,62000,19
1829,210000,20
1829,115000,21
1829,15000,22
1829,338000,23
1829,12000,24
1829,90000,25
1830,920000,0
1830,7900000,1
1830,32300000,2
1830,21800000,3
1830,15500000,4
1830,13600000,5
1830,9100000,6
1830,5100000,7
1830,3300000,8
1830,4000000,9
1830,4900000,10
1830,5400000,11
1830,8600000,12
1830,6100000,13
1830,2800000,14
1830,8700000,15
1830,6400000,16
1830,2100000,17
1830,11100000,18
1830,5900000,19
1830,1500000,20
1830,22000000,21
1830,1600000,22
1830,10800000,23
1831,25000,0
1831,480000,1
1831,80000,2
1831,240000,3
1831,140000,4
1831,319000,5
1831,136000,6
1831,215000,7
1831,48000,8
1831,165000,9
1831,10000,10
1831,540000,11
1831,200000,12
1831,138000,13
1831,251000,14
1831,368000,15
1831,163000,16
1831,308000,17
1831,143000,18
1831,62000,19
1831,210000,20
1831,115000,21
1831,15000,22
1831,338000,23
1857,25000,0
1857,10000,1
1857,20000,2
1857,10000,3
1857,11000,4
1857,2000,7
1857,8000,9
1857,1200,10
1857,3200,11
1857,100,12
1857,10000,13
1857,1200,14
1857,13000,15
1857,900,16
1857,15000,17
1857,2300,18
1857,17700,19
1857,3500,20
1857,1700,21
1857,6800,22
1857,7000,23
1857,28000,24
1858,6000,0
1858,53000,1
1858,22000,2
1858,2700,3
1858,5000,4
1858,1600,5
1858,25000,6
1858,13500,7
1858,60000,8
1858,33900,9
1858,206000,10
1858,403800,11
1858,96500,12
1858,81300,13
1858,4200,14
1858,110000,15
1858,4500,16
1860,2046675,0
1860,1205875,1
1860,2577500,2
1860,909050,3
1860,1512425,4
1860,970800,5
1860,622875,6
1860,916250,7
1860,1045600,8
1860,1805150,9
1860,856400,10
1860,2517275,11
1860,724775,12
1860,662275,13
1860,985100,14
1860,1720350,15
1865,10000,0
1865,22600,1
1865,56000,2
1865,34700,3
1865,18500,4
1865,28000,5
1865,30000,6
1865,25000,7
1865,24700,8
1865,5400,9
1865,55200,10
1865,45000,11
1865,13800,12
1865,36900,13
1865,17400,14
1865,64000,15
1865,27200,16
1865,86000,17
1865,46100,18
1865,200000,19
1865,64400,20
1865,115000,21
1865,31900,22
1865,104800,23
1865,84200,24
1865,117000,25
1865,49700,26
1866,23200,0
1866,2000,1
1866,15000,2
1866,3600,3
1866,30000,4
1866,500,5
1866,7000,6
1866,500,7
1866,4300,8
1866,100,9
1866,5500,10
1866,100,11
1866,1700,12
1866,500,13
1866,500,14
1866,100,15
1866,600,17
1866,400,18
1866,600,19
1866,2200,20
1866,25000,21
1866,15000,22
1866,15300,23
1866,35000,24
1866,27900,25
1866,16600,26
1868,2526000,0
1868,1189000,1
1868,2188000,2
1868,1360000,3
1868,1855000,4
1868,515000,5
1868,958000,6
1868,996000,7
1868,1542000,8
1868,633000,9
1868,3988000,10
1868,913000,11
1868,2295000,12
1868,553000,13
1868,1203000,14
1868,493000,15
1868,1223000,16
1868,785000,17
1868,2371000,18
1868,730000,19
1869,4193000,0
1869,2307000,1
1869,4455000,2
1869,2845000,3
1869,4133000,4
1869,1000000,5
1869,2795000,6
1869,2265000,7
1869,2745000,8
1869,1350000,9
1869,5130000,10
1869,1237000,11
1869,4527000,12
1869,1127000,13
1869,2403000,14
1869,1045000,15
1869,2940000,16
1869,1634000,17
1869,2262000,18
1869,1152000,19
1869,690000,20
1869,537000,21
1869,1760000,22
1869,925000,23
1869,2708000,24
1869,1302000,25
1869,4345000,26
1869,1728000,27
1869,4872000,28
1869,2000000,29
1869,4548000,30
1869,2100000,31
1869,4650000,32
1869,2600000,33
1869,4200000,34
1869,2600000,35
1869,4400000,36
1869,20000000,37
1869,5300000,38
1869,3500000,39
1869,3520000,40
1869,4300000,41
1869,3600000,42
1869,6000000,43
1870,4193000,0
1870,2307000,1
1870,4455000,2
1870,2845000,3
1870,4133000,4
1870,1000000,5
1870,2795000,6
1870,2265000,7
1870,2745000,8
1870,1350000,9
1870,5130000,10
1870,1237000,11
1870,4527000,12
1870,1127000,13
1870,2403000,14
1870,1045000,15
1870,2940000,16
1870,1634000,17
1870,2262000,18
1870,1152000,19
1870,690000,20
1870,537000,21
1870,1760000,22
1870,925000,23
1870,2708000,24
1870,1302000,25
1870,4345000,26
1870,1728000,27
1870,4872000,28
1870,2000000,29
1870,4548000,30
1875,169000,0
1875,1108000,1
1875,617000,2
1875,164000,3
1875,534000,4
1875,327000,5
1875,232000,6
1875,990000,7
1875,319000,8
1875,4184000,9
1875,141000,10
1875,3063000,11
1875,1035000,12
1875,2791000,13
1875,1092000,14
1875,963000,15
1875,308000,16
1875,225000,17
1875,347000,18
1875,400000,19
1875,180000,20
1876,50000000,0
1876,11100000,1
1876,42600000,3
1876,16900000,4
1876,64600000,5
1876,75000000,6
1876,57200000,7
1876,101600000,8
1876,13500000,9
1876,125700000,10
1876,29100000,11
1876,195400000,12
1876,29800000,13
1876,61400000,14
1876,40700000,15
1876,40000000,16
1876,26200000,17
1876,41700000,18
1876,32400000,19
1877,169000,0
1877,1108000,1
1877,617000,2
1877,164000,3
1877,534000,4
1877,327000,5
1877,232000,6
1877,990000,7
1877,319000,8
1877,4184000,9
1877,141000,10
1877,3063000,11
1877,1035000,12
1877,2791000,13
1877,1092000,14
1877,963000,15
1877,308000,16
1877,225000,17
1877,347000,18
1878,3.5,0
1878,7.2,1
1878,4.9,2
1878,10.1,3
1878,6.8,4
1878,7.2,5
1878,7.8,6
1878,5.2,7
1878,8.1,8
1878,6.2,9
1878,6.8,10
1878,7.6,11
1878,7.1,12
1878,5.8,13
1878,4.9,14
1878,4,15
1878,3.6,16
1878,10.6,17
1878,8,18
1878,13.1,19
1878,7,20
1878,10.3,21
1878,10.3,22
1878,11.2,23
1878,10,24
1878,21,25
1878,7.5,26
1878,11.2,27
1878,7.7,28
1878,11.4,29
1878,9.5,30
1878,13,31
1878,13,32
1878,12.5,33
1878,21,34
1878,13.5,35
1879,3000000000,0
1879,15500000000,1
1879,1000000000,2
1879,5000000000,3
1879,200000000,4
1879,7700000000,5
1879,14200000000,7
1879,300000000,8
1879,20800000000,9
1879,7700000000,10
1879,11200000000,11
1879,2000000000,12
1879,3500000000,13
1879,7800000000,14
1879,8900000000,15
1879,11500000000,16
1880,35000,0
1880,14000,1
1880,40000,2
1880,16000,3
1880,31500,4
1880,50000,5
1880,35000,6
1880,20000,7
1880,29000,8
1880,12000,9
1880,34500,10
1880,97800,11
1880,10000,12
1880,26400,13
1880,1500,14
1880,62800,15
1880,12700,16
1880,109300,17
1880,44900,18
1880,116000,19
1880,56100,20
1880,106000,21
1880,19900,22
1880,64100,23
1880,44600,24
1880,65300,25
1880,41600,26
1881,15000,0
1881,5000,1
1881,50000,2
1881,2000,3
1881,16000,4
1881,1500,5
1881,24000,6
1881,2000,7
1881,24400,8
1881,4000,9
1881,16600,10
1881,13200,11
1881,2400,12
1881,7000,13
1881,2800,14
1881,27300,15
1881,6500,16
1881,20600,17
1881,6700,18
1881,32700,19
1881,40200,20
1881,18400,21
1881,28900,22
1881,4600,23
1881,10900,24
1881,26300,25
1881,17500,26
1882,115000,0
1882,1300,1
1882,500000,2
1882,1500,3
1882,400000,4
1882,6000,5
1882,336000,6
1882,3000,7
1882,340000,8
1882,2000,9
1882,50000,10
1882,1500,11
1882,6000,12
1882,3000,13
1882,5000,14
1882,17000,15
1882,18000,16
1882,60000,17
1882,9000,18
1882,94000,19
1882,71000,20
1882,58000,21
1882,40000,22
1882,16000,23
1882,180000,24
1883,2860000,0
1883,7280000,2
1883,290000,3
1883,22000000,4
1883,200000,5
1883,18850000,6
1883,730000,7
1883,48850000,8
1883,1500000,9
1883,18300000,10
1883,1000000,11
1883,7200000,12
1883,580000,13
1883,1400000,14
1883,1600000,15
1883,1880000,16
1883,2600000,17
1883,7300000,18
1883,14670000,19
1883,6940000,20
1883,15600000,21
1883,9100000,22
1883,13200000,23
1883,16000000,24
1884,115000,0
1884,1300,1
1884,500000,2
1884,1500,3
1884,400000,4
1884,6000,5
1884,336000,6
1884,3000,7
1884,340000,8
1884,2000,9
1884,50000,10
1884,1500,11
1884,6000,12
1884,3000,13
1884,5000,14
1884,17000,15
1884,18000,16
1884,60000,17
1884,9000,18
1884,94000,19
1884,71000,20
1884,58000,21
1884,40000,22
1885,173000,0
1885,26000,1
1885,237000,2
1885,120000,3
1885,608000,4
1885,119000,5
1885,817000,6
1885,79000,7
1885,939000,8
1885,167000,9
1885,907000,10
1885,1050000,11
1885,1325000,12
1885,1401000,13
1885,1544000,14
1885,1390000,15
1885,1803000,16
1885,809000,17
1885,2187000,18
1885,1218000,19
1885,1987000,20
1886,1000,0
1886,43100,1
1886,1000,2
1886,32000,3
1886,1600,4
1886,8200,5
1886,2000,6
1886,1500,7
1886,4400,8
1886,2700,9
1886,36700,10
1886,8200,11
1886,85000,12
1886,6400,13
1886,25000,14
1886,6600,15
1886,16600,16
1886,9000,17
1886,12100,18
1886,12000,19
1887,25000,0
1887,25000,1
1887,50000,2
1887,13000,3
1887,60000,4
1887,30000,5
1887,86000,6
1887,55000,7
1887,53200,8
1887,60000,9
1887,23000,10
1887,31100,11
1887,5800,12
1887,14500,13
1887,13700,14
1887,36200,15
1887,25600,16
1887,35700,17
1887,24600,18
1887,43700,19
1887,65500,20
1887,62700,21
1887,38400,22
1887,27900,23
1887,14200,24
1887,22800,25
1887,28200,26
1888,5700000,0
1888,5900000,1
1888,10500000,2
1888,9300000,3
1888,11700000,4
1888,8300000,5
1888,12400000,6
1888,4300000,7
1888,11900000,8
1888,5100000,9
1888,10100000,10
1888,12100000,11
1888,9700000,12
1888,8200000,13
1888,9100000,14
1888,11500000,15
1888,13000000,16
1888,15200000,17
1888,13600000,18
1888,11700000,19
1888,16100000,20
1888,15200000,21
1888,15200000,22
1888,22000000,23
1888,22400000,24
1888,31100000,25
1888,35900000,26
1888,14200000,27
1888,11000000,28
1888,21600000,29
1888,15400000,30
1888,18000000,31
1888,17500000,32
1888,20000000,33
1888,18000000,34
1888,23700000,35
1889,1000,0
1889,2000,1
1889,43000,2
1889,2000,3
1889,5000,4
1889,100,5
1889,20000,6
1889,300,7
1889,9000,8
1889,200,9
1889,12000,10
1889,5200,11
1889,14200,12
1889,12000,13
1889,4700,14
1889,12000,15
1889,11400,16
1889,109000,17
1893,8000,0
1893,5000,1
1893,12500,2
1893,4500,3
1893,7700,4
1893,10000,5
1893,7000,6
1893,6000,7
1893,6900,8
1893,23000,9
1893,13000,10
1893,35400,11
1893,400,12
1893,12900,13
1893,100,14
1893,9700,15
1893,200,16
1893,47300,17
1893,1100,18
1893,74800,19
1893,10900,20
1893,31300,21
1893,4400,22
1893,11900,23
1893,2500,24
1893,8900,25
1893,2200,26
1894,8000,0
1894,10000,1
1894,12500,2
1894,4900,3
1894,6200,4
1894,2000,5
1894,7000,6
1894,6000,7
1894,2800,8
1894,3200,9
1894,2100,10
1894,13000,11
1894,100,12
1894,4600,13
1894,100,14
1894,18700,15
1894,200,16
1894,11100,17
1894,300,18
1894,10400,19
1894,3300,20
1894,4700,21
1894,4700,22
1894,4300,23
1894,3400,24
1894,5400,25
1894,2500,26
1927,29.4,0
1927,56,1
1927,50.6,2
1927,38.6,3
1927,37.4,4
1927,79.6,5
1927,60.6,6
1927,38.7,7
1927,41,8
1927,56.8,9
1927,30.9,10
1927,28.6,11
1927,77.7,12
1927,98.4,13
1927,130.9,14
1927,118.5,15
1927,55.3,16
1927,37.9,17
1927,33.9,18
1927,117.6,19
1927,93.8,20
1927,67.6,21
1927,28.3,22
1927,49.4,23
1941,2379000000,0
1941,7377000000,1
1941,4978000000,2
1941,12753000000,3
1941,6075000000,4
1941,6635000000,5
1941,6979000000,6
1941,5277000000,7
1941,13265000000,8
1941,8057000000,9
1941,8329000000,10
1941,13399000000,11
1941,15168000000,12
1941,10260000000,13
1941,9703000000,14
1949,4403,0
1949,1962,1
1949,728,2
1949,571,3
1949,1209,4
1949,1094,5
1949,428,6
1949,164,7
1949,134,8
1949,71,9
1949,183,10
1949,82,11
1949,70,12
1949,64,13
1949,124,14
1949,10,15
1949,14,16
1964,8502,0
1964,2277,1
1964,608130,2
1964,85616,3
1964,4339,4
1964,1722,5
1964,1181411,6
1964,45007,7
1964,2201,8
1964,1779,9
1964,1769723,10
1964,89289,11
1964,1363,12
1964,882,13
1964,648039,14
1964,79889,15
1964,347,16
1964,1176,17
1964,694434,18
1964,457976,19
1964,2876,20
1964,2741,21
1964,838982,22
1964,155993,23
1964,2139,24
1964,503,25
1964,602985,26
1964,81616,27
1964,3053,28
1964,2479,29
1964,923461,30
1964,159749,31
1964,1811,32
1964,4202,33
1964,1310403,34
1964,96268,35
1964,2361,36
1964,236,37
1964,789133,38
1964,319922,39
1964,3459,40
1964,55,41
1964,1308756,42
1964,615028,43
1964,6620,44
1964,710,45
1965,21430000,0
1965,20920000,1
1965,13160000,2
1965,61730000,3
1965,31580000,4
1965,33190000,5
1965,18120000,6
1965,32030000,7
1965,52160000,8
1965,52410000,9
1965,56680000,10
1965,51250000,11
1965,105620000,12
1965,104740000,13
1965,38120000,14
1965,45480000,15
1965,64900000,16
1965,90950000,17
1965,123440000,18
1965,57680000,19
1965,191720000,20
1965,137120000,21
1965,146220000,22
1965,99020000,23
1965,49830000,24
1966,77400000,0
1966,72100000,1
1966,89700000,2
1966,47000000,3
1966,38200000,4
1966,61200000,5
1966,64900000,6
1966,98400000,7
1966,78600000,8
1966,134700000,9
1966,161200000,10
1966,170600000,11
1966,183200000,12
1966,134900000,13
1966,174600000,14
1966,232500000,15
1966,230900000,16
1966,165200000,17
1966,262700000,18
1966,200400000,19
1966,380800000,20
1966,284000000,21
1966,276900000,22
1968,59278,0
1968,44622,1
1968,44484,2
1968,14457,3
1968,28679,4
1968,23417,5
1968,9720,6
1968,8609,7
1968,30926,8
1968,7495,9
1968,6136,10
1968,12683,11
1968,21462,12
1968,16359,13
1968,16047,14
1968,31468,15
1968,28637,16
1968,10643,17
1968,14547,18
1968,22798,19
1968,40952,20
1968,22758,21
1968,20809,22
1968,16798,23
1968,29507,24
1968,30711,25
1968,88413,26
1968,36619,27
1968,51343,28
1968,14185,29
1968,48400,30
1968,39276,31
1968,43604,32
1968,28447,33
1968,73388,34
1968,23873,35
1968,20733,36
1968,6060,37
1968,200219,38
1968,93587,39
1968,89201,40
1968,15908,41
1968,97473,42
1968,154663,43
1968,94067,44
1968,151089,45
1970,784000,0
1970,127000,1
1970,95000,2
1970,825000,3
1970,1241000,4
1970,90000,5
1970,91000,6
1970,203000,7
1970,249000,8
1970,175000,9
1970,174000,10
1970,203000,11
1970,194000,12
1970,182000,13
1970,177000,14
1970,187000,15
1970,151000,16
1970,35000,17
1970,215000,18
1970,100000,19
1970,82000,20
1970,100000,21
1970,229000,22
1970,294000,23
1970,298000,24
1970,82000,25
1970,239000,26
1970,96000,27
1970,215000,28
1970,118000,29
1970,230000,30
1970,154000,31
1970,195000,32
1971,11240000,0
1971,6630000,1
1971,2760000,2
1971,5760000,3
1971,5070000,4
1971,9740000,5
1971,7630000,6
1971,8310000,7
1971,6800000,8
1971,3790000,9
1971,9850000,10
1971,11070000,11
1971,8130000,12
1971,8330000,13
1971,4350000,14
1971,6930000,15
1971,9190000,16
1971,9770000,17
1971,5660000,18
1971,3680000,19
1971,2800000,20
1971,10610000,21
1971,8610000,22
1971,3130000,23
1971,4270000,24
1971,8879000,25
1971,7317000,26
1971,7066000,27
1971,2195000,28
1971,4199000,29
1971,5393000,30
1971,7896000,31
1971,2986000,32
1971,2686000,33
1971,2949000,34
1971,14732000,35
1971,4697000,36
1971,2697000,37
1971,7930000,38
1971,22459000,39
1971,6033000,40
1971,5605000,41
1971,3813000,42
1971,5187000,43
1971,28720000,44
1971,8049000,45
1971,5869000,46
1971,5117000,47
1971,12269000,48
1971,18398000,49
1973,392885,0
1973,34191,1
1973,7493,2
1973,58134,3
1973,261329,4
1973,109341,5
1973,21837,6
1973,80589,7
1973,386381,8
1973,83512,9
1973,70504,10
1973,273383,11
1973,247337,12
1973,23586,13
1973,49501,14
1973,543272,15
1973,134495,16
1973,23041,17
1973,114698,18
1973,102152,19
1973,240624,20
1973,42411,21
1973,71905,22
1973,99466,23
1973,336715,24
1973,30889,25
1973,72994,26
1973,118054,27
1973,215328,28
1973,28868,29
1973,83133,30
1973,154223,31
1973,298375,32
1973,21441,33
1973,140466,34
1973,190530,35
1973,228693,36
1973,35062,37
1973,168847,38
1973,150627,39
1973,139039,40
1973,35595,41
1973,509073,42
1973,605043,43
1973,320243,44
1973,319186,45
1974,364597,0
1974,33029,1
1974,6555,2
1974,57564,3
1974,233628,4
1974,94471,5
1974,21247,6
1974,75834,7
1974,368607,8
1974,83128,9
1974,70433,10
1974,272891,11
1974,244864,12
1974,15038,13
1974,42125,14
1974,208182,15
1974,131590,16
1974,20813,17
1974,107541,18
1974,90006,19
1974,181912,20
1974,25519,21
1974,50923,22
1974,90643,23
1974,332338,24
1974,30231,25
1974,70790,26
1974,102022,27
1974,211581,28
1974,19832,29
1974,82726,30
1974,134853,31
1974,276057,32
1974,20084,33
1974,135971,34
1974,178374,35
1974,220003,36
1974,34739,37
1974,158632,38
1974,139496,39
1974,135021,40
1974,34894,41
1974,497975,42
1974,597558,43
1974,319943,44
1974,319186,45
1976,3147000,0
1976,1170000,1
1976,11505000,2
1976,24491000,3
1976,7690000,4
1976,2853000,5
1976,9159000,6
1976,28242000,7
1976,9458000,8
1976,6895000,9
1976,32165000,10
1976,33780000,11
1976,1592000,12
1976,8813000,13
1976,9270000,14
1976,23665000,15
1976,2346000,16
1976,17355000,17
1976,9148000,18
1976,31542000,19
1976,3586000,20
1976,3833000,21
1976,5672000,22
1976,20006000,23
1976,4169000,24
1976,7057000,25
1976,13013000,26
1976,25411000,27
1976,2607000,28
1976,18140000,29
1976,22740000,30
1976,31642000,31
1976,1812000,32
1976,13722000,33
1976,21764000,34
1976,10660000,35
1976,5783000,36
1976,19118000,37
1976,21903000,38
1976,20901000,39
1976,34612000,41
1976,39843000,42
1976,12866000,43
1978,2200,0
1978,14000,1
1978,16500,2
1978,15100,3
1978,17100,4
1978,19600,5
1978,26900,6
1978,900,7
1978,16300,8
1978,17700,9
1978,4900,10
1978,7100,11
1978,46600,12
1978,79800,13
1978,84600,14
1978,18700,15
1978,50000,16
1978,102700,17
1978,113700,18
1981,1400000,0
1981,840000,1
1981,770000,2
1981,840000,3
1981,420000,4
1981,1400000,5
1981,1120000,6
1981,840000,7
1981,700000,8
1981,240000,9
1981,840000,10
1981,2000000,11
1981,1260000,12
1981,1260000,13
1981,560000,14
1981,840000,15
1981,350000,16
1981,630000,17
1981,610000,18
1981,360000,19
1981,310000,20
1981,1260000,21
1981,1260000,22
1981,310000,23
1981,530000,24
1981,660000,25
1981,910000,26
1981,890000,27
1981,920000,28
1981,630000,29
1981,950000,30
1981,710000,31
1981,520000,32
1981,510000,33
1981,270000,34
1981,1100000,35
1981,390000,36
1981,250000,37
1982,757000,0
1982,519000,1
1982,507000,2
1982,271000,3
1982,1104000,4
1982,391000,5
1982,246000,6
1982,1072000,7
1982,1799000,8
1982,702000,9
1982,1027000,10
1982,998000,11
1982,850000,12
1982,1445000,13
1982,804000,14
1982,637000,15
1982,339000,16
1982,1016000,17
1982,920000,18
1982,634000,19
1983,1000000,0
1983,760000,1
1983,520000,2
1983,510000,3
1983,270000,4
1983,1104000,5
1983,391000,6
1983,246000,7
1983,1072000,8
1983,1799000,9
1983,702000,10
1983,1027000,11
1983,998000,12
1983,850000,13
1983,1500000,14
1983,804000,15
1983,637000,16
1983,339000,17
1983,1016000,18
1983,920000,19
1983,634000,20
1983,546000,21
1983,329000,22
1983,1276000,23
1983,1174000,24
1983,509000,25
1983,693000,26
1983,896000,27
1983,1032000,28
1983,1061000,29
1983,695000,30
1983,1035000,31
1983,792000,32
1983,1165000,33
1983,1095000,34
1983,1152000,35
1983,1274000,36
1983,1610000,37
1983,1610000,38
1983,2190000,39
1983,2790000,40
1983,1950000,41
1983,1520000,42
1983,1900000,43
1983,1270000,44
1984,895698,0
1984,1032042,1
1984,1060860,2
1984,694680,3
1984,1034628,4
1984,792282,5
1984,1165320,6
1984,1095204,7
1984,1151320,8
1984,1272978,9
1984,1612680,10
1984,1610916,11
1984,2191362,12
1984,2786880,13
1984,1945332,14
1986,3000,0
1986,12000,1
1986,10000,2
1986,9000,3
1986,16000,4
1986,22000,5
1986,17000,6
1986,14000,7
1986,24000,8
1986,55000,9
1986,66000,10
1986,56000,11
1986,83000,12
1986,64000,13
1986,119000,14
1986,140000,15
1986,142000,16
1986,127000,17
1986,406000,18
1986,378000,19
1986,430000,20
1986,158000,21
1986,54000,22
1986,486000,23
1986,127000,24
1986,41000,25
1986,247000,26
1986,360000,27
1986,228000,28
1986,190000,29
1986,186000,30
1986,198000,31
1986,241000,32
1987,1200000,0
1987,36900000,1
1987,31900000,2
1987,57700000,3
1987,27800000,4
1987,43300000,5
1987,39400000,6
1987,44600000,7
1987,34300000,8
1987,23600000,9
1987,23600000,10
1987,30300000,11
